integratedMoas,Target,GeneTargets,N
Cyclin-dependent kinase 5 inhibitor,Dinaciclib,CDK1|CDK2|CDK5|CDK9,4
Cyclin-dependent kinase 9 inhibitor,Dinaciclib,CDK1|CDK2|CDK5|CDK9,4
Cytoplasmic tyrosine protein kinase BMX inhibitor,QL47|QL-XII-47,BMX|BTK,4
DNA (cytosine-5)-methyltransferase 1 inhibitor (DNA,Azacitidine,DNMT1|DNMT3A,4
DNA (cytosine-5)-methyltransferase 3A inhibitor (DNA,Azacitidine,DNMT1|DNMT3A,4
DNA methyltransferase inhibitor,BIX01294|Decitabine|RG 108,EHMT2|DNMT1|DNMT3A,4
Dehydrogenase inhibitor,Mycophenolate Mofetil|6-(4-Hydroxy-6-methoxy-7-methyl-3-oxo-1H-2-benzofuran-5-yl)-4-methylhex-4-enoic acid,IMPDH1|IMPDH2,4
Dopamine receptor agonist,Metergoline Phenylmethyl Ester|Btcp|RO10-5824,HTR1A|HTR2A|NA|DRD4,4
Epidermal growth factor receptor erbB1 inhibitor,Osimertinib,EGFR|ERBB2|ERBB3|ERBB4,4
Glutamate receptor ionotropic AMPA positive allosteric modulator,LY451395,GRIA1|GRIA2|GRIA3|GRIA4,4
Heat shock protein HSP90 inhibitor,Tanespimycin|Ganetespib (STA-9090),HSP90AA1|HSP90AB1,4
IGF-1 inhibitor,ZINC28755859|Linsitinib|196868-63-0,INSR|IGF1R,4
Inhibitor of nuclear factor kappa B kinase beta subunit inhibitor,Bardoxolone Methyl,IKBKB|KEAP1|NFE2L2|PPARG,4
JNK inhibitor,BI 78D3|AS601245,MAPK8|MAPK10|MAPK9,4
Keap1/Nrf2 inhibitor,Bardoxolone Methyl,IKBKB|KEAP1|NFE2L2|PPARG,4
Lipase inhibitor,Orlistat,DAGLA|FASN|LIPF|PNLIP,4
Lipocortin synthesis stimulant,Cucurbitacin I|Cucurbitacin-I,JAK2|STAT3,4
MAP kinase inhibitor,Rottlerin|XMD 8-92|AC1L1JM9|COT Inhibitor-2,NA|MAPK7,4
MEK inhibitor,AZD-8330|CI-1040,MAP2K1|MAP2K2,4
Neuropeptide receptor antagonist,CGP71683A|CHEMBL1474387|CHEMBL299879|ML181,NPY5R|NPSR1|NPBWR1,4
PARP inhibitor,Olaparib|AG 14361,PARP1|PARP2|PARP3,4
PKC activator,"Ingenol 3,20-dibenzoate|Phorbol Myristate Acetate|Phorbol 12-myristate-13-acetate",PRKCD|PRKCE|NA|PRKCA,4
Peroxisome proliferator-activated receptor gamma antagonist,Bardoxolone Methyl,IKBKB|KEAP1|NFE2L2|PPARG,4
Potassium channel blocker,CHEMBL1590762|Bapta-AM,KCNMA1|KCNA3|KCNA5|KCNH2,4
Protein phosphatase inhibitor,BSPBIO_001542|AC1NUE3V,PPP1CA|PPP2CA|DUSP1|DUSP6,4
Pyruvate dehydrogenase kinase inhibitor,BX 912|GSK-2334470,PDK1|PDPK1,4
Ribonucleoside reductase inhibitor,Cladribine|CHEMBL277800,ADA|POLA1|RRM1|RRM2,4
SIRT inhibitor,Salermide|AGK 2|TENOVIN-1,SIRT1|SIRT2,4
Serine/threonine-protein kinase Aurora-A inhibitor,KW-2449,ABL1|AURKA|AURKB|FLT3,4
Tyrosine-protein kinase receptor FLT3 inhibitor,KW-2449,ABL1|AURKA|AURKB|FLT3,4
Vascular endothelial growth factor receptor 2 inhibitor,Cabozantinib|Golvatinib (E7050),KDR|MET,4
Vitamin D receptor agonist,BRD-K93433262-001-01-7|CID 57118766|Calcipotriene|Alfacalcidol,VDR,4
ALK tyrosine kinase receptor inhibitor,TAE-684|Crizotinib,ALK|MET,3
AMPK inhibitor,Dorsomorphin,BMPR1A|BMPR1B|PRKAA1,3
Actin polymerization inhibitor,Latrunculin B|BSPBIO_000981,WWTR1|YAP1|ACTA1,3
Adenosine receptor antagonist,CGS-15943,ADORA1|ADORA2A|ADORA2B,3
Angiogenesis inhibitor,Tyrphostin AG 879,ERBB2|KDR|NTRK1,3
Angiotensin receptor antagonist,Olmesartan Medoxomil|Telmisartan,AGTR1|PPARG,3
CDC inhibitor,NSC 663284|NSC95397,CDC25A|CDC25B|NA,3
Calmodulin antagonist,Calmidazolium|84215-10-1,ATP2B1|PDE1A|CALM2,3
Carnitine palmitoyltransferase inhibitor,Perhexiline|Etomoxir,CPT1A|CPT2,3
DNA inhibitor,SPECTRUM2_000920|Primaquine|Chlorambucil,NA,3
DNA topoisomerase II alpha inhibitor,Valrubicin|Doxorubicin|Daunorubicin,TOP2A,3
Estrogen receptor alpha agonist,Diethylstilbestrol,ESR1|ESR2|ESRRG,3
FAAH inhibitor,LY 2183240|PF750|PF 3845,FAAH,3
Glucocorticoid receptor antagonist,Mifepristone,AR|NR3C1|PGR,3
Histone lysine methyltransferase inhibitor,CDK4 Inhibitor III|BIX01294|BRD4770,CDK4|EHMT2,3
IRAK1 inhibitor,THZ-2-98-01,NA,3
Immunosuppressant,Mycophenolate Mofetil|SPECTRUM_000224,IMPDH1|IMPDH2|NR3C1,3
Lipoprotein lipase activator,Gemfibrozil,CYP2C8|LPL|PPARA,3
MCL1 inhibitor,Gossypol,BCL2|BCL2L1|MCL1,3
NADPH inhibitor,DICUMAROL|2-Acetylphenothiazine,NQO1|VKORC1|NOX1,3
Norepinephrine reuptake inhibitor,Duloxetine,SLC6A2|SLC6A3|SLC6A4,3
Opioid receptor agonist,"Diphenoxylate|Fentanyl Isothiocyanate|ICI-199,441",OPRM1|OPRD1|OPRK1,3
PPAR receptor agonist,SCHEMBL14379041|Carbacyclin,PPARG|PPARD|PTGIR,3
Progesterone receptor antagonist,Mifepristone,AR|NR3C1|PGR,3
Prostanoid IP receptor agonist,Iloprost,PTGER1|PTGER2|PTGIR,3
Prostanoid receptor agonist,"16,16-Dimethyl prostaglandin e2|MRE-269|SCHEMBL10015911",HPGD|PTGIR|PTGFR,3
Prostanoid receptor antagonist,DG-041|Phenylbutazone,PTGER3|PTGS1|PTGS2,3
Protein farnesyltransferase inhibitor,Lonafarnib,CHURC1-FNTB|FNTA|FNTB,3
RNA synthesis inhibitor,AC1MJ3VH|Fluorouracil,TOP2A|DPYD|TYMS,3
SIRT activator,Resveratrol,PTGS1|PTGS2|SIRT1,3
Serine/threonine kinase inhibitor,LDN 193189|2-Aminopurine,ACVR1|BMPR1A|NA,3
Serine/threonine-protein kinase PIM inhibitor,SGI-1776,PIM1|PIM2|PIM3,3
Serotonin reuptake inhibitor,Duloxetine,SLC6A2|SLC6A3|SLC6A4,3
Thymidylate synthase inhibitor,Raltitrexed|Fluorouracil,TYMS|DPYD,3
Unidentified pharmacological activity,Latrunculin B|Deoxycholic acid,WWTR1|YAP1|GPBAR1,3
Vasopressin receptor agonist,Lypressin,AVPR1A|AVPR1B|AVPR2,3
11-beta hydroxysteroid dehydrogenase inhibitor,Ursolic acid,HSD11B1|PTPN1,2
ATR kinase inhibitor,CGK733,ATM|ATR,2
Acetylcholine receptor antagonist,AQ-RA-741|BRD-K61341215-004-01-2,CHRM2|CHRNA2,2
Androgen receptor antagonist,pyrvinium-pamoate|Pyrvinium pamoate,AR|NA,2
Anti-inflammatory agent,BRD-A24396574-001-01-5|BRD-A80960055-001-01-7,NA,2
Antiinfective drug,Parachlorophenol|Benzoxiquine,NA,2
Antimalarial agent,BDBM50442904|Primaquine,NA,2
Antioxidant,BRD-A24396574-001-01-5|BRD-A80960055-001-01-7,NA,2
Bacterial permeability inducer,SPECTRUM_000011|Lasalocid,NA,2
C-Met inhibitor,PHA-665752,MET,2
CC chemokine receptor antagonist,RS504393|SB225002,CCR2|CXCR2,2
Cannabinoid receptor agonist,GW 405833|1446-61-3,CNR2|CNR1,2
Cannabinoid receptor antagonist,AM 281|AM 251,CNR1,2
Cardiac glycoside,Peruvoside|Lanatoside C,NA,2
Caspase inhibitor,Ursolic acid,HSD11B1|PTPN1,2
Corticosteroid agonist,Dexamethasone Acetate|SPECTRUM_000224,NR3C1,2
Cytochrome P450 51 inhibitor,Miconazole|Sulconazole,NA,2
Cytotoxic agent,Rhodomyrtoxin|Rhodomyrtoxin B,NA|SLCO1B3,2
DNA intercalator,Rhodomyrtoxin|Rhodomyrtoxin B,NA|SLCO1B3,2
Dihydrofolate reductase inhibitor,Pralatrexate|Methotrexate,DHFR,2
Dopamine uptake inhibitor,Vanoxerine|AC1L3XM7,SLC6A3|NA,2
Estrogen receptor alpha modulator,Tamoxifen,ESR1|ESR2,2
Estrogen receptor beta modulator,Raloxifene,ESR1|ESR2,2
FOXM1 inhibitor,Thiostrepton,FOXM1,2
Focal adhesion kinase 1 inhibitor,Defactinib,PTK2|PTK2B,2
GABA receptor agonist,Ivermectin,NA,2
Glucosyltransferase inhibitor,CHEMBL416418,ASAH1|UGCG,2
Guanylyl cyclase activator,YC1,GUCY1A2|HIF1A,2
HIF modulator,ML228|VU0418947-2,HIF1A|NA,2
HIV protease inhibitor,Ursolic acid,HSD11B1|PTPN1,2
HMG-CoA reductase inhibitor,Simvastatin|Lovastatin,HMGCR,2
Hydroxycarboxylic acid receptor agonist,Mycophenolate Mofetil,IMPDH1|IMPDH2,2
IP receptor activator,Carbacyclin,PPARD|PTGIR,2
Inosine monophosphate dehydrogenase inhibitor,Mycophenolate Mofetil,IMPDH1|IMPDH2,2
LCK Inhibitor,SCHEMBL6874948|JW-7-24-1,LCK,2
Leucine rich repeat kinase inhibitor,LRRK2-IN-1|GW-5074,LRRK2|RAF1,2
Lipid peroxidase inhibitor,Ursolic acid,HSD11B1|PTPN1,2
MDM inhibitor,NUTLIN 3|ZINC77024257,MDM2,2
Membrane integrity inhibitor,Ciclopirox|Chlorhexidine,ATP1A1|NA,2
Microsomal triglyceride transfer protein inhibitor,Lomitapide,MTTP|P4HB,2
Monoamine oxidase inhibitor,"3,7-Bis(dimethylamino)phenothiazin-5-ium|8-Cyclohexyl-2,3,3a,4,5,6-hexahydro-1H-pyrazino[3,2,1-jk]carbazole",ACHE|MAOA,2
Mu opioid receptor agonist,Loperamide,OPRD1|OPRM1,2
NGF binding inhibitor,RO 08-2750,NGF|NGFR,2
Nedd activating enzyme inhibitor,Pevonedistat,NAE1|UBA3,2
Nitric oxide production inhibitor,"3,7-Bis(dimethylamino)phenothiazin-5-ium|Brazilin",ACHE|NA,2
Nucleophosmin inhibitor,Avrainvillamide-analog-6|Avrainvillamide Analog 5,NA,2
Other antibiotic,Heliomycin|2-(Ethylmercuriothio)benzoic acid,NA,2
PI3-kinase p110-alpha subunit inhibitor,"PI 3-K/mTOR Inhibitor III, PKI-179",MTOR|PIK3CA,2
PKA inhibitor,H7|H9,NA|PRKACA,2
Protein tyrosine kinase 2 beta inhibitor,Defactinib,PTK2|PTK2B,2
Protein tyrosine kinase inhibitor,BRD-K38477985|Tyrphostin A9,EGFR|NA,2
Quorum sensing signaling modulator,Ursolic acid,HSD11B1|PTPN1,2
SYK inhibitor,Tamatinib|BAY 61-3606,SYK,2
Serine/threonine-protein kinase Chk1  inhibitor,Rabusertib|AZD7762,CHEK1,2
Serine/threonine-protein kinase mTOR inhibitor,"PI 3-K/mTOR Inhibitor III, PKI-179",MTOR|PIK3CA,2
Serotonin receptor partial agonist,Tegaserod,HTR2B|HTR4,2
Sigma receptor antagonist,"9-[3-(3,5-Dimethylpiperazin-1-yl)propyl]-9H-carbazole|Rimcazole",SIGMAR1,2
Smoothened receptor antagonist,ST50177349,SHH|SMO,2
Sodium/calcium exchange inhibitor,BIO2_000029|NCGC00025073-01,NA|SLC8A1,2
Steryl sulfatase inhibitor,Ursolic acid,HSD11B1|PTPN1,2
Telomerase inhibitor,BIBR-1532|MST-312,TERT,2
Thioredoxin inhibitor,PX 12,TXN|TXNRD1,2
Vesicular monoamine transporter inhibitor,Reserpine,SLC18A1|SLC18A2,2
ACAT inhibitor,CL-976,ACAT1,1
AMPK activator,Phenformin,NA,1
ARFGAP inhibitor,QS-11,ARFGAP1,1
ATP citrase lyase inhibitor,CHEMBL399379,ACLY,1
Acetylcholine receptor agonist,BM 5,NA,1
Adenosine deaminase inhibitor,Cladribine,ADA,1
Adenosine reuptake inhibitor,Dilazep,SLC29A1,1
Aldehyde dehydrogenase inhibitor,Disulfiram,ALDH2,1
Aldose reductase inhibitor,Isoquercetin,AKR1B1,1
Algicide,Quinoclamine,NA,1
Androgen receptor agonist,Myricetin,PIK3CG,1
Anthelmintic agent,Methiazole,NA,1
Anti-pneumocystis agent,Pentamidine,NA,1
Antiamyloidogenic agent,JLK-6,PSEN1,1
Anticancer agent,CHEMBL569102,NA,1
Antiviral,6-Azauridine,NA,1
Apoptosis inhibitor,MLS002276469,NA,1
Autotaxin inhibitor,Bithionol,NA,1
Bacterial 50S ribosomal subunit inhibitor,spiramycin,NA,1
Bacterial DNA inhibitor,DSSTOX_CID_25343,NA,1
Beta-catenin inhibitor,MLS000682490,OPRK1,1
Biliverdin reductase A activator,Deoxycholic acid,GPBAR1,1
Bruton's tyrosine kinase (BTK) inhibitor,Terreic-acid,BTK,1
CCK receptor antagonist,Devazepide,CCKAR,1
Calcium channel activator,FPL64176,CACNA1C,1
Calcium/calmodulin dependent protein kinase inhibitor,KN93,CAMK2A,1
Caspase activator,PAC-1,CASP3,1
Cathepsin inhibitor,CHEMBL258148,CTSL,1
Cholesterol inhibitor,1228746-78-8,NPC1L1,1
Cholesterylester transfer protein inhibitor,Dalcetrapib,CETP,1
Coflilin signaling pathway activator,Narciclasine,RHOA,1
"Colchicine isomer, non-binder of microtubules",Lumicolchicine,NA,1
Coloring agent,Cadmium Dichloride,NA,1
Cysteine peptidase inhibitor,Iodoacetic acid,NA,1
Cystic fibrosis transmembrane conductance regulator positive modulator,Ivacaftor (VX-770),CFTR,1
Cytochrome C release inhibitor,CYTO7H11,BAX,1
Cytosolic phospholipase inhibitor,Arachidonyl Trifluoromethylketone,PLA2G4A,1
DNA alkylating agent,SPECTRUM2_000920,NA,1
DNA alkylating drug,SPECTRUM2_000920,NA,1
DNA mismatch binding,"1,4-Chrysenequinone",NA,1
DNA polymerase/reverse transcriptase inhibitor,Telbivudine,NA,1
DNA replication inhibitor,Niclosamide,STAT3,1
DNA topoisomerase I inhibitor,Irinotecan,TOP1,1
Delta 1 opioid receptor agonist,TAN-67,OPRD1,1
Dihydropteroate synthase inhibitor,Sulfadoxine,NA,1
Dipeptidyl peptidase IV inhibitor,Linagliptin,DPP4,1
EPHB3 inhibitor,NCGC00346967-01,EPHB3,1
Ephrin inhibitor,CHEMBL552425,DDR1,1
Estrogen receptor agonist,Propylpyrazoletriol,ESR1,1
Estrogenic metabolite,(S)-Zearalenone,NA,1
Exportin antagonist,CHEMBL520231,XPO1,1
FAAH reuptake inhibitor,LY 2183240,FAAH,1
Fatty acid synthase inhibitor,Cerulenin,FASN,1
G protein coupled receptor agonist,Deoxycholic acid,GPBAR1,1
G protein-coupled receptor agonist,Deoxycholic acid,GPBAR1,1
GABA uptake inhibitor,NNC 05-2090,SLC6A12,1
GAT inhibitor,NNC 05-2090,SLC6A12,1
GGTase inhibitor,CHEMBL27449,NA,1
GLCNAC phosphotransferase inhibitor,Tunicamycin From Streptomyces Sp.,GNPTAB,1
Gamma secretase inhibitor,JLK-6,PSEN1,1
Glucokinase activator,RO-281675,GCK,1
Glucokinase inhibitor,Lonidamine,NA,1
Glucosamine synthetase stimulant,Troxipide,NA,1
Glucosylceramidase inhibitor,MLS002703106,GBA,1
Glutathione transferase inhibitor,Piplartine,NA,1
Glycogen synthase kinase inhibitor,CHIR-99021,NA,1
Gonadotropin releasing factor hormone receptor antagonist,T 98475,GNRHR,1
Guanylyl cyclase inhibitor,"3,7-Bis(dimethylamino)phenothiazin-5-ium",ACHE,1
HERG blocker,Amiodarone,KCNH2,1
HSP inducer,AEG 3482,NA,1
Histamine receptor agonist,Amodiaquine,HNMT,1
ITK inhibitor,ITK Inhibitor,ITK,1
Importin-beta transport receptor inhibitor,SMR000075319,KPNB1,1
Indicator dye,Phenolphthalein,NA,1
Inhibitor of translocation of PKCq in T cells,"2-[(Dimethylamino)methyl]-2,3-dihydro-1H-inden-1-one",PRKCQ,1
Insulin growth factor receptor inhibitor,196868-63-0,IGF1R,1
Interleukin receptor antagonist,Betaescin,NA,1
Kinesin inhibitor,Ispinesib,KIF11,1
LIM kinase activator,Narciclasine,RHOA,1
Leukocyte elastase inhibitor,SSR 69071,ELANE,1
Leukotriene inhibitor,Quiflapon,ALOX5AP,1
Local anesthetic,Hexetidine,NA,1
MAP kinase p38 alpha inhibitor,LY2228820,MAPK14,1
MRE11A exonuclease inhibitor,Mirin,MRE11,1
Matrix metalloprotease inhibitor,COL-3,NA,1
Melatonin secretion inhibitor,N-Bromoacetyltryptamine,NA,1
Metalloproteinase inhibitor,WAY-170523,MMP13,1
Microtubule inhibitor,Podofilox,NA,1
Mitochondrial DNA polymerase inhibitor,Menadione,NA,1
Mitochondrial oxidative phosphorylation uncoupler,Fccp,NA,1
Motilin receptor agonist,GSK962040,MLNR,1
Mycobacterium tuberculosis enoyl-[acyl-carrier-protein] reductase [NADH] (inhA) inhibitor,Protionamide,NA,1
NAMPT inhibitor,CAY10618,NAMPT,1
Nematocide,Selamectin,NA,1
Niemann-Pick C1-like 1 protein antagonist,1228746-78-8,NPC1L1,1
Orexin receptor antagonist,SB408124,HCRTR1,1
Other antifungal,Haloprogin,NA,1
Oxidative stress inducer,Elesclomol,HSPA1A,1
Oxidosqualene cyclase inhibitor,AC1L99UL,NA,1
P-glycoprotein inhibitor,NU-7441,PRKDC,1
Paclitaxel precursor,SPECTRUM1505034,NA,1
Peroxisome proliferator-activated receptor gamma agonist,Troglitazone,PPARG,1
Phosphatase inhibitor,Menadione,NA,1
Phosphoenolpyruvate carboxylase activator,C2-Ceramide,NA,1
Phospholipase inhibitor,CAY-10594,PLD2,1
Photoactivated toxin,Cercosporin,NA,1
Plant compound with antimicrobiial activity,Scandenin,NA,1
Platelet aggregation inhibitor,MRE-269,PTGIR,1
Potassium channel activator,Levcromakalim,KCNJ8,1
Purinergic receptor P2Y12 antagonist,Ticlopidine,P2RY12,1
Radiopaque medium,Iopanoic acid,NA,1
Ras GTPase inhibitor,NSC23766,NA,1
Retinoic acid receptor gamma agonist,Palovarotene,RARG,1
Rho associated kinase activator,Narciclasine,RHOA,1
Rho associated kinase inhibitor,GSK429286A,ROCK1,1
Selective serotonin reuptake inhibitor (SSRI),Paroxetine,SLC6A4,1
Serine/threonine protein phosphatase activator,C2-Ceramide,NA,1
Serine/threonine-protein kinase PLK1 inhibitor,Volasertib (BI 6727),PLK1,1
Serotonin 2a (5-HT2a) receptor inverse agonist (Serotonin 2a,Pimavanserin,HTR2A,1
Serotonin 3a (5-HT3a) receptor antagonist (Serotonin 3a,GRANISETRON HYDROCHLORIDE,HTR3A,1
Serotonin 6 (5-HT6) receptor antagonist (Serotonin 6,Lu AE58054 (Hydrochloride),HTR6,1
Sodium channel blocker,Butamben,NA,1
Sodium/glucose cotransporter inhibitor,Phloretin,NA,1
Sodium/potassium/chloride transporter inhibitor,Bendroflumethiazide,SLC12A3,1
Steroid,Clocortolone Pivalate,NR3C1,1
Survivin inhibitor,Sepantronium,BIRC5,1
TP53 activator,TENOVIN-1,SIRT1,1
TRPV agonist,Capsaicin,TRPV1,1
Tau aggregation inhibitor,"3,7-Bis(dimethylamino)phenothiazin-5-ium",ACHE,1
Thrombin inhibitor,Skatole,CYP2F1,1
Tyrosinase inhibitor,Hinokitiol,NA,1
Tyrosine-protein kinase BTK inhibitor,Ibrutinib (PCI-32765),BTK,1
WEE1 kinase inhibitor,AZD-1775,WEE1,1
WNT agonist,WAY-262611,NA,1
