"ID","adj.P.Val","P.Value","t","logFC","GENE","GENE_SYMBOL"
"A_66_P116860",0.0000050963892645502,0.000000000204930459286382,-35.5609955275452,-4.82275856533333,100039684,"5031434O11Rik"
"A_55_P2159555",0.0000050963892645502,0.000000000352337741681372,-33.3134995367293,-5.16439261933333,240913,"Adamts4"
"A_55_P1967659",0.0000129909532169182,0.00000000134719000486552,-28.335648423417,-5.52051295233333,80907,"Lactb"
"A_55_P2162890",0.0000207881378989734,0.00000000359466293035932,-25.1633418168043,-2.778585207,338354,"Zfp780b"
"A_52_P182520",0.0000207881378989734,0.00000000429195993127116,-24.6285470444397,-3.19091570616666,30056,"Timm9"
"A_51_P361620",0.0000207881378989734,0.00000000431154991164023,24.614957440778,5.20118615741667,NA,""
"A_55_P2200618",0.0000297971284689638,0.00000000745187547290462,-23.0342248718118,-3.55298287216667,552902,"LOC552902"
"A_55_P2021094",0.0000297971284689638,0.00000000824007147677798,-22.7547063296663,-2.56599135083333,547127,"Tmem181b-ps"
"A_52_P284495",0.0000335812896097434,0.0000000104473575473639,-22.1078824889851,-4.22569319583333,67434,"Ankrd33b"
"A_30_P01022407",0.0000576956492507404,0.0000000199438795847559,20.4348214980276,4.42658563133334,NA,""
"A_55_P2086393",0.000061470680842646,0.0000000233736903891979,-20.043285889557,-3.40952937775,NA,""
"A_52_P356228",0.0000675917266742961,0.000000028037634211053,19.603279842027,2.17429820933334,268706,"Slc38a9"
"A_55_P2179069",0.000069591220002158,0.0000000317346614538682,19.3090566470542,2.666165075,NA,""
"A_55_P2033480",0.000069591220002158,0.0000000345031621932435,19.1127778944243,2.85865544983334,545611,"Gm13298"
"A_55_P2018330",0.000069591220002158,0.0000000360838017225749,19.0084522526798,2.54514099450001,545611,"Gm13298"
"A_66_P129469",0.0000883432853702074,0.0000000488607475517065,18.3166539944833,4.025705796,NA,""
"A_55_P1955778",0.00017373107749091,0.000000106473474400353,-16.6474951349521,-3.00930813933333,240913,"Adamts4"
"A_55_P1953273",0.00017373107749091,0.000000108097735657519,16.6165308851423,3.357020341,100042539,"Gm3893"
"A_55_P2132099",0.000308108272300354,0.000000205554707152417,15.351153906205,1.97861119725,NA,""
"A_30_P01020727",0.000308108272300354,0.000000213009970825368,15.2837315133155,1.8891478465,NA,""
"A_66_P122158",0.000344459005832983,0.000000250187295843696,-14.9827301231445,-2.95171941216666,66776,"Pisd-ps3"
"A_55_P2191675",0.000344459005832983,0.000000261955066830019,-14.8977541369292,-2.93123122283333,70745,"6330418B08Rik"
"A_30_P01031568",0.00038625289110586,0.000000322565997796394,14.5185603578031,3.20580666908333,NA,""
"A_55_P2026049",0.00038625289110586,0.000000332859962235912,14.4621158465484,1.67780593091667,NA,""
"A_52_P93467",0.00038625289110586,0.000000344675133342168,14.3996823621383,3.78188038933333,20971,"Sdc4"
"A_55_P2030373",0.00038625289110586,0.000000347145603676323,14.3869297286329,1.60166353583334,98660,"Atp1a2"
"A_55_P2105321",0.000398065629429526,0.000000371522416765087,14.2662736307261,1.8047253775,56215,"Acin1"
"A_52_P300730",0.000458296239982841,0.000000459263901018394,-13.8953565688431,-1.58942183625,15364,"Hmga2"
"A_55_P2428967",0.000458296239982841,0.000000459421029399647,-13.8947654081804,-1.84085396625,74249,"Lrrc2"
"A_55_P2185504",0.000517592861766187,0.000000536755015831367,13.628301694606,4.0744534165,17175,"Masp2"
"A_55_P1980401",0.000566752836809965,0.000000607838425568141,13.4186888083433,1.85581483266667,52609,"Cbx7"
"A_55_P2018836",0.000566752836809965,0.000000636068327450688,13.3429177466937,2.91403278216667,NA,""
"A_52_P75777",0.000566752836809965,0.000000647305354570154,13.3137938613727,2.651169458,329252,"Lgr6"
"A_55_P2024625",0.000566752836809965,0.000000666099638823976,13.2663207044867,5.9041786285,100504362,"Gm1987"
"A_55_P2184811",0.000605783914461748,0.00000073291289039238,13.1088957114469,2.75659091158333,13665,"Eif2s1"
"A_55_P2402392",0.000645123469092932,0.000000802808423635299,12.9604741252128,1.85519675833334,331045,"A530083I20Rik"
"A_55_P2076891",0.000652811023863419,0.000000834940989420529,12.8970033556494,1.66659722966667,320722,"A330050F15Rik"
"A_51_P382970",0.000720138998272665,0.000000945946349143118,12.6970070947937,1.6097624645,104099,"Itga9"
"A_55_P2136334",0.000783392107232999,0.00000105611297252193,12.5228521670081,1.68355051583334,NA,""
"A_51_P497100",0.000892921132185937,0.00000123463808937182,-12.2796674877897,-2.124575369,16855,"Lgals4"
"A_30_P01025536",0.000900125620538725,0.00000127571469605198,12.2292529632195,2.09038089808333,NA,""
"A_52_P51078",0.000917985464322923,0.00000150466503829585,-11.977831603947,-1.51355156666667,13036,"Ctsh"
"A_52_P408757",0.000917985464322923,0.000001538835401785,-11.9439905335282,-1.17658654158333,14131,"Fcgr3"
"A_55_P1993984",0.000917985464322923,0.00000154134381067316,11.9415393350874,1.54807697783334,69536,"Hemk1"
"A_30_P01027709",0.000917985464322923,0.00000155042576488216,11.9327015262933,4.73769183433333,NA,""
"A_55_P2296641",0.000917985464322923,0.00000157628719709869,11.9078476905876,1.525031395,74672,"4930449A18Rik"
"A_55_P2031692",0.000917985464322923,0.00000164064904722252,-11.8479141030934,-1.26298070066666,14867,"Gstm6"
"A_55_P2183735",0.000917985464322923,0.00000165687283852601,-11.8332192077479,-2.072356315,320951,"Pisd"
"A_55_P2040539",0.000917985464322923,0.00000166791336430799,-11.8233104258176,-2.643417624,224671,"Btbd9"
"A_55_P1967617",0.000917985464322923,0.0000016734859044448,11.8183368090163,2.41367411500001,216154,"Med16"
"A_55_P2031676",0.000917985464322923,0.00000168716782189572,-11.8062031934508,-1.56935846791667,14867,"Gstm6"
"A_55_P2056055",0.000917985464322923,0.00000169671508229967,11.7978010518915,1.26960795016667,232966,"Zfp114"
"A_55_P2031671",0.000917985464322923,0.00000170138259596924,-11.7937125051575,-1.62089751866666,14867,"Gstm6"
"A_51_P358256",0.000917985464322923,0.00000171354748084752,11.7831149885814,2.53373729408333,12355,"Nr1i3"
"A_30_P01023905",0.00091966240646195,0.00000177079962058981,11.7343394581252,1.65068104125,NA,""
"A_55_P2027230",0.00091966240646195,0.00000178025838300215,11.7264503005764,1.6056207795,NA,""
"A_55_P2081373",0.000929719050237372,0.00000187634224973634,11.6488607181703,2.07377940416667,230587,"Glis1"
"A_51_P305532",0.000929719050237372,0.00000189364780527281,-11.6353567684039,-3.559346104,26905,"Eif2s3x"
"A_30_P01026573",0.000929719050237372,0.00000196686370024745,11.5797064054044,3.347514306,NA,""
"A_55_P2155572",0.000929719050237372,0.0000019710909960517,11.5765639955281,1.50390085416667,NA,""
"A_55_P2065303",0.000929719050237372,0.00000200770826035727,11.5496540796706,1.42019358333333,NA,""
"A_55_P1992505",0.000929719050237372,0.00000202950074582937,11.5338968786877,1.39838627666667,67464,"Entpd4"
"A_55_P2072915",0.000929719050237372,0.00000207708014715989,11.5001391032032,2.41208947016667,NA,""
"A_55_P2042481",0.000929719050237372,0.00000209287475515919,11.4891226748327,1.49867034916667,677044,"Gm10653"
"A_52_P42269",0.000929719050237372,0.00000210155308305866,11.4831090291724,1.33922606266667,14165,"Fgf10"
"A_55_P2132888",0.000929719050237372,0.00000212110537231382,11.469660957692,2.9429115505,53378,"Sdcbp"
"A_52_P5905",0.000949007034921892,0.00000227017483446311,-11.3714594035724,-1.5473421805,71141,"4933407L21Rik"
"A_66_P107734",0.000949007034921892,0.00000228088299122208,11.3646833618604,1.36302581833334,NA,""
"A_55_P1976993",0.000949007034921892,0.00000233317556820465,-11.3320938400604,-1.28649888308333,268980,"Strn"
"A_55_P2064652",0.000949007034921892,0.00000235309836384957,-11.3198909096067,-1.40298987683333,319236,"Trim12c"
"A_30_P01019583",0.000949007034921892,0.00000237078069987377,11.3091562007745,2.98718599608334,NA,""
"A_55_P2034663",0.000949007034921892,0.00000238760927337752,11.2990222226158,1.33890650641667,12984,"Csf2rb2"
"A_55_P2162160",0.000949007034921892,0.00000239474276847793,11.2947504728025,1.41524391833334,11737,"Anp32a"
"A_51_P232858",0.000968526531541336,0.00000247747807853914,-11.246216458194,-1.18209091716666,67115,"Rpl14"
"A_51_P374991",0.000975284942956891,0.00000253677471830586,-11.2125285041796,-1.99091357241667,76229,"Vmn2r29"
"A_55_P2033481",0.000975284942956891,0.00000256219211395913,11.1983555473118,1.79056818508333,545611,"Gm13298"
"A_55_P2124233",0.000978005576492474,0.0000026031466483432,-11.1758448613625,-1.86176745625,240916,"Vsig8"
"A_51_P472531",0.00101178708481104,0.00000273031809905088,-11.1083787259757,-2.03526701016667,77041,"Arsk"
"A_55_P2119552",0.00101178708481104,0.00000276301219192065,11.0915982149519,2.40860058383334,108816,"4933409K07Rik"
"A_55_P2106440",0.00101926177498903,0.00000281865747171082,11.0635395261115,1.6686097875,NA,""
"A_55_P2063256",0.00104724532200488,0.00000294486868490255,-11.0021192212605,-2.16290135175,16855,"Lgals4"
"A_30_P01023452",0.00104724532200488,0.00000298775627542647,10.9819121705636,1.412901343,NA,""
"A_30_P01018036",0.00104724532200488,0.00000300464453408016,-10.9740434250511,-2.281745477,NA,""
"A_55_P1981210",0.00107596192736987,0.00000312422834868365,10.9196960847437,1.44320424766667,74043,"Pex26"
"A_30_P01019834",0.00107971537792588,0.00000317245003711499,10.8984320560735,1.896333419,NA,""
"A_30_P01029790",0.00112682048653409,0.00000338133007302436,10.8103002929669,2.07975618,NA,""
