"gene_name","logFC","P.Value"
"0610007C21Rik",0.845960004750003,0.219025215722634
"0610007L01Rik",-0.107408049166665,0.389901073738758
"0610007N19Rik",0.0599860694166683,0.679825433291602
"0610007P08Rik",0.593901878416666,0.010511234581191
"0610007P14Rik",0.0779945758333351,0.511350094895056
"0610007P22Rik",-0.156196922499998,0.305374762428302
"0610009B22Rik",-0.3175318475,0.066097702996391
"0610009D07Rik",-0.337402609166665,0.0695300993562591
"0610009E02Rik",0.177493255416669,0.514833827865889
"0610009L18Rik",0.0121874891666689,0.926368959658564
"0610009O20Rik",0.0324786033333382,0.778101531826134
"0610010F05Rik",0.222210180583335,0.216340376619312
"0610010K14Rik",0.468405822500001,0.0080774117453905
"0610010O12Rik",0.369384776666669,0.01647816005194
"0610011F06Rik",0.0608607916666681,0.630832021358737
"0610011L14Rik",-0.0610091566666622,0.586703653598172
"0610012G03Rik",-0.459577019333331,0.0878288448230269
"0610030E20Rik",-0.306077653333331,0.0528601870712377
"0610031J06Rik",-0.190934188333332,0.408473080825732
"0610037L13Rik",0.203981389333334,0.382855250456897
"0610037P05Rik",0.209473871666669,0.273364885024808
"0610039H22Rik",-0.264672564333331,0.324048343720809
"0610040B10Rik",-0.189249643999998,0.243753090343864
"0610040J01Rik",-0.00852689333333245,0.945721573523224
"0610042G04Rik",1.2308643265,0.103369166733074
"0910001L09Rik",0.0162637333333358,0.897726525272845
"100043387",0.38094060966667,0.230283571721142
"1010001B22Rik",0.4334695275,0.00408718209742033
"1110001A16Rik",-0.178674059999999,0.330780632762287
"1110001J03Rik",0.202156199166671,0.142592893678181
"1110002B05Rik",0.0304111400000071,0.820829117231599
"1110002E22Rik",-0.0443067633333314,0.837588276665277
"1110002J07Rik",0.602607878083336,0.00316524703788508
"1110002N22Rik",-0.326527264833333,0.0691312552688303
"1110003E01Rik",0.134363281666667,0.234722715297489
"1110004E09Rik",-0.0333369483333303,0.780860984686189
"1110004F10Rik",-0.168060263333327,0.235615170396061
"1110005A03Rik",0.324172074166665,0.0658761397109369
"1110006E14Rik",-0.240532599999998,0.150957179277919
"1110007C09Rik",-0.258387278333331,0.0532568926184938
"1110008F13Rik",-0.0387075483333277,0.809887700616009
"1110008J03Rik",0.0519960527500007,0.646355947959463
"1110008L16Rik",0.846902054250002,0.000724376702462645
"1110008P14Rik",-0.0362855224999983,0.837267827907305
"1110012J17Rik",0.284722265833333,0.094580800115264
"1110012L19Rik",0.273415685,0.140921432412916
"1110014N23Rik",-0.0627564283333282,0.685374693913266
"1110017D15Rik",-0.0511691879166651,0.914795974910751
"1110018G07Rik",0.279566201666665,0.0343915685048543
"1110018J18Rik",0.280806136833336,0.244944186665836
"1110019D14Rik",0.0638708614166665,0.7198828628709
"1110020A21Rik",-0.0518395169999994,0.662686983363882
"1110020G09Rik",0.232880415833332,0.148112237100778
"1110021J02Rik",0.0160164655000008,0.886547595215782
"1110021L09Rik",-0.0243503249999986,0.865047481262613
"1110028C15Rik",-0.0733285340833323,0.559491191338188
"1110029L17Rik",0.0385651941666705,0.838791492588617
"1110031I02Rik",-0.24279601583333,0.202046480596827
"1110032A03Rik",0.238411370000003,0.0824994629483081
"1110032F04Rik",-0.194042076999999,0.30317216955419
"1110034A24Rik",-0.0970705574166661,0.463120562498651
"1110034B05Rik",0.0254788066666674,0.881386101111854
"1110034G24Rik",-0.0604162216666655,0.694639845272275
"1110035E04Rik",0.601889636583333,0.00174106580137845
"1110035H17Rik",-0.0867644565833308,0.535068052865743
"1110035M17Rik",0.133505932500002,0.377716392844838
"1110037F02Rik",0.0958793095833332,0.556173720345295
"1110038B12Rik",0.321109340833335,0.0183298945117692
"1110038D17Rik",-0.260225036666665,0.0664306971850993
"1110038F14Rik",-0.0736254916666645,0.534408776373958
"1110046J04Rik",0.245214911416669,0.0554603598170711
"1110049F12Rik",-0.115670956666664,0.316773891947365
"1110051M20Rik",-0.0714114083333328,0.601462843102131
"1110054M08Rik",-0.248876529666664,0.097939889990775
"1110054O05Rik",-0.135955779749999,0.291662568950271
"1110057K04Rik",0.0533093816666685,0.709961911605613
"1110058L19Rik",-0.12872202333333,0.39313580520032
"1110059E24Rik",-0.0512695808333294,0.691006820591738
"1110059G10Rik",0.216662537083335,0.265054773016121
"1110059M19Rik",0.208134656250001,0.857824034019073
"1110065P20Rik",-0.0432488641666637,0.730479451074106
"1110067D22Rik",-0.363651069166663,0.108792097288874
"1190002H23Rik",-0.141569186666665,0.399190314493163
"1190002N15Rik",0.0754051366666673,0.600296673554645
"1190003J15Rik",0.254749082250003,0.29546113650767
"1190005F20Rik",-0.496824700999998,0.0186417241577553
"1190005I06Rik",-0.0614780199999991,0.710119590116299
"1190007F08Rik",-0.229839302,0.380193253855554
"1190007I07Rik",-0.213482622666662,0.449009154992485
"1200009I06Rik",0.623366787250003,0.121135082872907
"1200011I18Rik",-0.0132375074999995,0.918000363461214
"1200014J11Rik",1.07323704833333,0.0483303293687214
"1200016B10Rik",-0.0292702093333315,0.880807493120972
"1300001I01Rik",-0.159736109166662,0.25576376567999
"1300002E11Rik",-0.363062054833332,0.201249932626225
"1300010F03Rik",0.084982327250005,0.538740919820099
"1300014I06Rik",0.197759531833333,0.317760479769002
"1300018I17Rik",-0.104278318333327,0.481109234339331
"1300018J18Rik",-0.110342610000002,0.430693720675111
"1500001M20Rik",0.178941476666669,0.195763568749131
"1500002O20Rik",0.265934430000005,0.146394511966581
"1500003O03Rik",-0.10577908333333,0.610627048688014
"1500004F05Rik",0.214620439000001,0.397918899768493
"1500009C09Rik",0.115450501666668,0.338307534572001
"1500009L16Rik",-0.225541675333332,0.225424386798368
"1500010J02Rik",0.0483355008333355,0.771041224419909
"1500011B03Rik",0.297449762500005,0.103638018242192
"1500011H22Rik",0.0602340508333352,0.683281396946695
"1500011K16Rik",0.170386888333335,0.157006158765553
"1500012F01Rik",0.255435602500002,0.130817207149393
"1500012K07Rik",0.95934431625,0.0143312021934472
"1500015A07Rik",-0.25166165225,0.183341432439798
"1500015O10Rik",0.234121185083335,0.827051852299635
"1500016L03Rik",0.817312472333334,0.00773598798162788
"1500026H17Rik",-0.225835959833335,0.190812148268083
