"ID","adj.P.Val","P.Value","t","logFC","GENE","GENE_SYMBOL"
"A_51_P305532",0.00125993672734554,0.0000000435527231271576,-18.7906360870504,-3.20868690233333,26905,"Eif2s3x"
"A_66_P133642",0.00622009597239607,0.000000545317678055874,13.7286704217532,1.78024965425,NA,""
"A_30_P01024885",0.00622009597239607,0.000000645037433619835,13.442305510572,1.85270455925,NA,""
"A_51_P220343",0.00648735883099524,0.00000117569641195719,12.4629309489532,2.13881818866667,22402,"Wisp1"
"A_55_P2081373",0.00648735883099524,0.00000119396615855112,12.4386551391365,1.92103870000001,230587,"Glis1"
"A_55_P2045127",0.00648735883099524,0.00000134550634263097,12.2519918202479,2.0621718265,NA,""
"A_55_P2184606",0.00718588552496503,0.00000223729448653534,11.4855851247081,1.38378676941667,16408,"Itgal"
"A_51_P488103",0.00718588552496503,0.00000226702204996297,11.4662768938554,1.90753375683334,21645,"Tcte1"
"A_30_P01026417",0.00718588552496503,0.00000248395000100251,11.333397509311,1.33331907166667,NA,""
"A_55_P1971619",0.00718588552496503,0.00000248397301149885,11.3333841090358,1.70003342583334,NA,""
"A_30_P01022321",0.0080389257134758,0.00000305673140614034,11.036754351926,2.41475998766667,NA,""
"A_30_P01019316",0.00821738365781427,0.00000340864198187878,10.8837437157551,2.31709285791667,NA,""
"A_55_P2135031",0.00827367796958768,0.00000371799279631649,10.7631068890059,2.121832245,NA,""
"A_55_P2098591",0.00915935488417724,0.00000443260978182728,10.5225573249636,2.18957393975,70458,"2610318N02Rik"
"A_30_P01022560",0.0100589242883755,0.00000521566125084286,10.3041731568529,1.66303938233333,NA,""
"A_55_P2057380",0.0108093879881526,0.00000597843713265035,10.1239929419211,1.59664100475,NA,""
"A_55_P2132099",0.0127611486856248,0.00000807438822158001,9.73683013710016,1.41504100466667,NA,""
"A_30_P01021580",0.0127611486856248,0.00000914479458741447,9.58022085730584,1.74787054566667,NA,""
"A_30_P01024954",0.0127611486856248,0.00000919383818476099,9.57354047643147,2.12683252266667,NA,""
"A_55_P1993365",0.0127611486856248,0.00000923773970434194,9.56759401059245,1.78290416766667,NA,""
"A_66_P107734",0.0127611486856248,0.00000926351143828414,9.56411783324249,1.4278556425,NA,""
"A_66_P102163",0.0130691202085867,0.00000993883800300418,9.47667248614063,1.88275621175,NA,""
"A_55_P2059337",0.0150134725007616,0.0000119364605592145,9.25224263278385,1.70394244666667,66587,"Fastk"
"A_30_P01020727",0.0158669597244709,0.0000132152640472236,9.12947492627124,1.52779206358334,NA,""
"A_30_P01021908",0.0158669597244709,0.0000138622033371425,9.07229632988278,1.37740356033333,NA,""
"A_30_P01029485",0.0158669597244709,0.0000142604636467297,9.03855072812511,1.06524027508333,NA,""
